iter	Logloss_SumError	Logloss_SumWeight
0	29629.53834	42998.92067
1	29480.79856	42998.92067
2	29330.10438	42998.92067
3	29186.39714	42998.92067
4	29055.57865	42998.92067
5	28933.4145	42998.92067
6	28812.88372	42998.92067
7	28703.53929	42998.92067
8	28607.71538	42998.92067
9	28511.41586	42998.92067
10	28424.38655	42998.92067
11	28338.98603	42998.92067
12	28254.77778	42998.92067
13	28183.88736	42998.92067
14	28109.09951	42998.92067
15	28044.9418	42998.92067
16	27984.39542	42998.92067
17	27924.34105	42998.92067
18	27872.78761	42998.92067
19	27822.82001	42998.92067
20	27769.76888	42998.92067
21	27719.00655	42998.92067
22	27667.04176	42998.92067
23	27627.95851	42998.92067
24	27584.34392	42998.92067
25	27554.29934	42998.92067
26	27513.46612	42998.92067
27	27478.25795	42998.92067
28	27445.348	42998.92067
29	27411.69964	42998.92067
30	27384.6597	42998.92067
31	27355.0618	42998.92067
32	27331.95433	42998.92067
33	27308.61595	42998.92067
34	27282.81541	42998.92067
35	27256.9602	42998.92067
36	27238.92649	42998.92067
37	27222.1663	42998.92067
38	27205.28345	42998.92067
39	27187.01699	42998.92067
40	27168.76059	42998.92067
41	27146.61305	42998.92067
42	27125.28571	42998.92067
43	27106.57343	42998.92067
44	27095.4929	42998.92067
45	27081.55483	42998.92067
46	27066.99203	42998.92067
47	27053.41232	42998.92067
48	27039.45974	42998.92067
49	27027.20426	42998.92067
50	27015.1884	42998.92067
51	27001.32081	42998.92067
52	26987.48891	42998.92067
53	26976.08814	42998.92067
54	26964.54171	42998.92067
55	26953.91669	42998.92067
56	26944.19694	42998.92067
57	26934.66482	42998.92067
58	26927.29474	42998.92067
59	26916.65982	42998.92067
60	26904.88732	42998.92067
61	26894.97248	42998.92067
62	26884.80797	42998.92067
63	26878.58706	42998.92067
64	26871.82366	42998.92067
65	26863.57096	42998.92067
66	26857.09063	42998.92067
67	26850.50606	42998.92067
68	26842.89562	42998.92067
69	26836.15773	42998.92067
70	26828.72295	42998.92067
71	26822.57425	42998.92067
72	26816.04541	42998.92067
73	26809.68039	42998.92067
74	26802.67264	42998.92067
75	26795.8821	42998.92067
76	26790.66332	42998.92067
77	26784.12635	42998.92067
78	26778.63159	42998.92067
79	26771.84674	42998.92067
80	26766.55792	42998.92067
81	26761.99998	42998.92067
82	26757.81797	42998.92067
83	26754.48481	42998.92067
84	26749.44485	42998.92067
85	26743.01066	42998.92067
86	26738.84239	42998.92067
87	26733.71827	42998.92067
88	26729.10174	42998.92067
89	26723.80589	42998.92067
90	26720.1345	42998.92067
91	26716.50301	42998.92067
92	26712.05028	42998.92067
93	26707.97435	42998.92067
94	26703.49266	42998.92067
95	26699.61207	42998.92067
96	26695.97818	42998.92067
97	26691.59744	42998.92067
98	26689.51454	42998.92067
99	26686.27326	42998.92067
100	26683.73054	42998.92067
101	26678.86781	42998.92067
102	26676.00252	42998.92067
103	26672.95321	42998.92067
104	26670.8408	42998.92067
105	26666.13995	42998.92067
106	26662.69951	42998.92067
107	26660.02142	42998.92067
108	26657.88741	42998.92067
109	26652.9001	42998.92067
110	26650.56705	42998.92067
111	26647.57246	42998.92067
112	26644.79057	42998.92067
113	26642.33281	42998.92067
114	26640.9901	42998.92067
115	26639.89529	42998.92067
116	26636.85364	42998.92067
117	26633.9907	42998.92067
118	26632.85406	42998.92067
119	26629.50705	42998.92067
120	26627.05152	42998.92067
121	26624.01459	42998.92067
122	26621.38323	42998.92067
123	26619.14409	42998.92067
124	26616.50419	42998.92067
125	26614.71717	42998.92067
126	26613.52069	42998.92067
127	26610.97084	42998.92067
128	26608.89499	42998.92067
129	26607.45699	42998.92067
130	26605.28373	42998.92067
131	26603.21259	42998.92067
132	26601.22931	42998.92067
133	26598.87776	42998.92067
134	26597.92912	42998.92067
135	26595.93862	42998.92067
136	26594.22808	42998.92067
137	26592.17255	42998.92067
138	26590.63751	42998.92067
139	26588.28815	42998.92067
140	26586.84436	42998.92067
141	26584.80683	42998.92067
142	26583.34316	42998.92067
143	26581.42952	42998.92067
144	26580.00681	42998.92067
145	26578.56906	42998.92067
146	26576.17942	42998.92067
147	26574.232	42998.92067
148	26572.94755	42998.92067
149	26571.16789	42998.92067
150	26569.70095	42998.92067
151	26568.35626	42998.92067
152	26566.30083	42998.92067
153	26565.019	42998.92067
154	26564.08495	42998.92067
155	26562.7509	42998.92067
156	26561.39076	42998.92067
157	26559.63645	42998.92067
158	26558.49503	42998.92067
159	26557.5344	42998.92067
160	26556.18603	42998.92067
161	26555.74204	42998.92067
162	26555.41999	42998.92067
163	26554.38193	42998.92067
164	26552.88588	42998.92067
165	26552.05215	42998.92067
166	26550.62162	42998.92067
167	26549.4936	42998.92067
168	26548.70765	42998.92067
169	26546.38799	42998.92067
170	26545.24208	42998.92067
171	26544.86021	42998.92067
172	26543.02222	42998.92067
173	26541.6515	42998.92067
174	26541.10579	42998.92067
175	26540.08661	42998.92067
176	26539.62646	42998.92067
177	26538.3678	42998.92067
178	26537.4378	42998.92067
179	26536.9003	42998.92067
180	26534.65119	42998.92067
181	26533.9126	42998.92067
182	26532.78137	42998.92067
183	26532.43927	42998.92067
184	26532.04243	42998.92067
185	26531.15945	42998.92067
186	26529.97164	42998.92067
187	26528.75106	42998.92067
188	26527.19783	42998.92067
189	26526.31228	42998.92067
190	26525.47363	42998.92067
191	26523.61741	42998.92067
192	26523.00594	42998.92067
193	26522.25339	42998.92067
194	26521.22612	42998.92067
195	26521.13375	42998.92067
196	26520.11074	42998.92067
197	26519.63452	42998.92067
198	26518.74181	42998.92067
199	26518.01239	42998.92067
200	26517.22684	42998.92067
201	26517.09744	42998.92067
202	26516.22984	42998.92067
203	26515.01869	42998.92067
204	26514.33749	42998.92067
205	26513.80997	42998.92067
206	26513.17419	42998.92067
207	26511.97389	42998.92067
208	26511.73651	42998.92067
209	26511.38798	42998.92067
210	26510.9985	42998.92067
211	26510.17062	42998.92067
212	26509.27443	42998.92067
213	26508.85997	42998.92067
214	26508.56872	42998.92067
215	26508.09232	42998.92067
216	26507.90906	42998.92067
217	26506.30722	42998.92067
218	26505.86627	42998.92067
219	26505.03053	42998.92067
220	26504.30745	42998.92067
221	26503.70775	42998.92067
222	26503.02701	42998.92067
223	26502.21797	42998.92067
224	26501.95181	42998.92067
225	26501.15858	42998.92067
226	26500.5649	42998.92067
227	26499.46524	42998.92067
228	26499.00745	42998.92067
229	26499.03645	42998.92067
230	26498.19942	42998.92067
231	26497.61661	42998.92067
232	26496.3158	42998.92067
233	26496.46319	42998.92067
234	26496.01101	42998.92067
235	26495.33654	42998.92067
236	26494.29781	42998.92067
237	26494.26341	42998.92067
238	26493.79818	42998.92067
239	26493.07191	42998.92067
240	26492.01834	42998.92067
241	26491.13957	42998.92067
242	26490.63657	42998.92067
243	26489.77853	42998.92067
244	26489.55679	42998.92067
245	26488.73196	42998.92067
246	26486.71793	42998.92067
247	26486.63716	42998.92067
248	26485.81389	42998.92067
249	26485.16814	42998.92067
250	26484.24925	42998.92067
251	26483.76751	42998.92067
252	26481.81859	42998.92067
253	26481.76126	42998.92067
254	26481.11838	42998.92067
255	26480.46981	42998.92067
256	26480.16352	42998.92067
257	26479.6796	42998.92067
258	26478.81931	42998.92067
259	26478.36502	42998.92067
260	26478.2423	42998.92067
261	26478.00166	42998.92067
262	26476.96353	42998.92067
263	26476.51397	42998.92067
264	26476.04547	42998.92067
265	26476.07087	42998.92067
266	26475.6395	42998.92067
267	26474.92598	42998.92067
268	26474.29044	42998.92067
269	26473.66143	42998.92067
270	26473.19086	42998.92067
271	26472.83342	42998.92067
272	26472.13481	42998.92067
273	26471.63199	42998.92067
274	26470.99955	42998.92067
275	26470.26312	42998.92067
276	26468.9844	42998.92067
277	26468.53553	42998.92067
278	26468.29218	42998.92067
279	26467.72634	42998.92067
280	26467.16717	42998.92067
281	26466.3518	42998.92067
282	26466.07758	42998.92067
283	26465.39854	42998.92067
284	26465.16117	42998.92067
285	26464.50735	42998.92067
286	26464.6378	42998.92067
287	26464.06333	42998.92067
288	26463.21586	42998.92067
289	26463.40271	42998.92067
290	26462.41146	42998.92067
291	26462.10817	42998.92067
292	26461.59754	42998.92067
293	26461.12493	42998.92067
294	26460.97571	42998.92067
295	26460.45928	42998.92067
296	26460.02153	42998.92067
297	26459.54648	42998.92067
298	26458.91526	42998.92067
299	26458.4739	42998.92067
300	26458.84394	42998.92067
301	26457.99755	42998.92067
302	26457.57129	42998.92067
303	26457.50117	42998.92067
304	26457.18252	42998.92067
305	26456.6415	42998.92067
306	26455.26739	42998.92067
307	26455.21891	42998.92067
308	26454.99395	42998.92067
309	26454.83938	42998.92067
310	26454.7532	42998.92067
311	26454.53101	42998.92067
312	26454.20402	42998.92067
313	26454.02619	42998.92067
314	26454.21541	42998.92067
315	26453.85748	42998.92067
316	26452.94788	42998.92067
317	26452.36603	42998.92067
318	26452.39965	42998.92067
319	26452.55344	42998.92067
320	26452.22388	42998.92067
321	26451.79961	42998.92067
322	26450.84807	42998.92067
323	26450.85455	42998.92067
324	26450.87809	42998.92067
325	26450.29585	42998.92067
326	26450.23511	42998.92067
327	26450.21786	42998.92067
328	26449.46381	42998.92067
329	26448.52695	42998.92067
330	26448.0672	42998.92067
331	26447.83136	42998.92067
332	26447.33362	42998.92067
333	26446.99976	42998.92067
334	26447.01795	42998.92067
335	26446.67462	42998.92067
336	26446.57709	42998.92067
337	26446.57835	42998.92067
338	26446.43994	42998.92067
339	26445.91721	42998.92067
340	26445.92518	42998.92067
341	26445.33703	42998.92067
342	26444.65426	42998.92067
343	26444.07619	42998.92067
344	26444.05131	42998.92067
345	26443.997	42998.92067
346	26443.90373	42998.92067
347	26443.46839	42998.92067
348	26443.20182	42998.92067
349	26442.37185	42998.92067
350	26441.31855	42998.92067
351	26440.77808	42998.92067
352	26440.11234	42998.92067
353	26440.2854	42998.92067
354	26440.22877	42998.92067
355	26439.67657	42998.92067
356	26439.19402	42998.92067
357	26438.89742	42998.92067
358	26438.71102	42998.92067
359	26438.11715	42998.92067
360	26437.11834	42998.92067
361	26436.6417	42998.92067
362	26436.4043	42998.92067
363	26433.94744	42998.92067
364	26433.80161	42998.92067
365	26433.6217	42998.92067
366	26433.33354	42998.92067
367	26432.90529	42998.92067
368	26432.20627	42998.92067
369	26431.90727	42998.92067
370	26431.74366	42998.92067
371	26430.75968	42998.92067
372	26430.0556	42998.92067
373	26429.31592	42998.92067
374	26428.91537	42998.92067
375	26428.215	42998.92067
376	26428.14906	42998.92067
377	26427.16785	42998.92067
378	26426.81354	42998.92067
379	26425.7365	42998.92067
380	26425.2673	42998.92067
381	26425.16408	42998.92067
382	26424.94568	42998.92067
383	26424.90932	42998.92067
384	26424.70315	42998.92067
385	26424.22409	42998.92067
386	26424.60069	42998.92067
387	26424.60035	42998.92067
388	26423.69394	42998.92067
389	26423.69358	42998.92067
390	26422.98391	42998.92067
391	26422.80326	42998.92067
392	26422.43956	42998.92067
393	26421.46652	42998.92067
394	26421.22264	42998.92067
395	26421.13894	42998.92067
396	26421.65015	42998.92067
397	26421.54122	42998.92067
398	26421.45691	42998.92067
399	26421.53138	42998.92067
400	26420.69503	42998.92067
401	26420.43221	42998.92067
402	26420.15583	42998.92067
403	26419.92779	42998.92067
404	26420.49306	42998.92067
405	26420.31266	42998.92067
406	26419.82701	42998.92067
407	26419.35194	42998.92067
408	26419.35393	42998.92067
409	26419.43848	42998.92067
410	26419.23491	42998.92067
411	26418.62616	42998.92067
412	26418.03549	42998.92067
413	26417.86265	42998.92067
414	26416.83103	42998.92067
415	26416.56052	42998.92067
416	26416.52465	42998.92067
417	26415.66294	42998.92067
418	26415.24754	42998.92067
419	26414.87083	42998.92067
420	26414.82696	42998.92067
421	26414.45686	42998.92067
422	26414.54471	42998.92067
423	26413.74586	42998.92067
424	26413.61691	42998.92067
425	26412.56282	42998.92067
426	26412.5212	42998.92067
427	26411.51995	42998.92067
428	26411.48726	42998.92067
429	26411.32964	42998.92067
430	26411.5431	42998.92067
431	26411.00445	42998.92067
432	26410.72982	42998.92067
433	26410.04431	42998.92067
434	26409.77977	42998.92067
435	26409.12615	42998.92067
436	26409.17441	42998.92067
437	26408.92078	42998.92067
438	26408.38623	42998.92067
439	26408.33297	42998.92067
440	26407.97312	42998.92067
441	26407.9098	42998.92067
442	26407.82437	42998.92067
443	26407.5865	42998.92067
444	26407.15934	42998.92067
445	26406.85682	42998.92067
446	26406.6974	42998.92067
447	26406.11448	42998.92067
448	26406.00676	42998.92067
449	26405.6663	42998.92067
450	26405.0914	42998.92067
451	26404.85328	42998.92067
452	26404.42621	42998.92067
453	26403.70607	42998.92067
454	26403.98045	42998.92067
455	26403.43201	42998.92067
456	26402.51131	42998.92067
457	26401.90428	42998.92067
458	26401.64003	42998.92067
459	26401.03905	42998.92067
460	26400.41704	42998.92067
461	26400.57211	42998.92067
462	26400.57107	42998.92067
463	26400.5782	42998.92067
464	26399.81151	42998.92067
465	26399.35043	42998.92067
466	26399.26058	42998.92067
467	26397.62084	42998.92067
468	26397.13432	42998.92067
469	26397.16615	42998.92067
470	26397.04705	42998.92067
471	26396.74663	42998.92067
472	26396.78701	42998.92067
473	26396.25638	42998.92067
474	26395.56139	42998.92067
475	26395.58389	42998.92067
476	26395.42631	42998.92067
477	26395.71949	42998.92067
478	26395.37008	42998.92067
479	26395.74296	42998.92067
480	26395.66151	42998.92067
481	26395.7625	42998.92067
482	26395.38309	42998.92067
483	26394.77998	42998.92067
484	26394.45602	42998.92067
485	26394.51534	42998.92067
486	26394.03342	42998.92067
487	26393.84128	42998.92067
488	26393.57984	42998.92067
489	26393.50615	42998.92067
490	26393.16126	42998.92067
491	26392.32879	42998.92067
492	26391.39373	42998.92067
493	26391.22	42998.92067
494	26390.68953	42998.92067
495	26390.44807	42998.92067
496	26389.86041	42998.92067
497	26389.86622	42998.92067
498	26389.31253	42998.92067
499	26388.67582	42998.92067
500	26388.71333	42998.92067
501	26388.06925	42998.92067
502	26387.61103	42998.92067
503	26387.8987	42998.92067
504	26388.22177	42998.92067
505	26387.11109	42998.92067
506	26386.86447	42998.92067
507	26386.72113	42998.92067
508	26386.66419	42998.92067
509	26386.52548	42998.92067
510	26386.15888	42998.92067
511	26385.38704	42998.92067
512	26385.01685	42998.92067
513	26385.05335	42998.92067
514	26384.6853	42998.92067
515	26384.41185	42998.92067
516	26384.09512	42998.92067
517	26383.61148	42998.92067
518	26383.5158	42998.92067
519	26383.40546	42998.92067
520	26383.27039	42998.92067
521	26383.3559	42998.92067
522	26382.99847	42998.92067
523	26382.68037	42998.92067
524	26382.6565	42998.92067
525	26382.42331	42998.92067
526	26381.82357	42998.92067
527	26381.99234	42998.92067
528	26381.8741	42998.92067
529	26381.14133	42998.92067
530	26380.83124	42998.92067
531	26380.9453	42998.92067
532	26381.07	42998.92067
533	26380.92404	42998.92067
534	26380.84314	42998.92067
535	26380.17108	42998.92067
536	26379.55815	42998.92067
537	26379.44169	42998.92067
538	26379.2018	42998.92067
539	26379.22795	42998.92067
540	26379.27715	42998.92067
541	26378.26052	42998.92067
542	26378.04354	42998.92067
543	26377.68969	42998.92067
544	26377.64309	42998.92067
545	26377.4468	42998.92067
546	26376.54406	42998.92067
547	26375.82992	42998.92067
548	26375.64584	42998.92067
549	26375.62164	42998.92067
550	26374.85001	42998.92067
551	26374.81782	42998.92067
552	26374.91188	42998.92067
553	26374.83771	42998.92067
554	26374.52916	42998.92067
555	26373.48019	42998.92067
556	26372.9186	42998.92067
557	26372.85525	42998.92067
558	26372.68578	42998.92067
559	26372.84692	42998.92067
560	26372.59137	42998.92067
561	26371.63716	42998.92067
562	26371.60174	42998.92067
563	26371.62428	42998.92067
564	26371.83546	42998.92067
565	26371.71279	42998.92067
566	26371.0094	42998.92067
567	26370.83199	42998.92067
568	26370.12933	42998.92067
569	26370.14736	42998.92067
570	26369.95998	42998.92067
571	26369.45211	42998.92067
572	26369.26625	42998.92067
573	26369.30672	42998.92067
574	26368.86018	42998.92067
575	26368.24875	42998.92067
576	26367.65251	42998.92067
577	26367.736	42998.92067
578	26367.73372	42998.92067
579	26367.58042	42998.92067
580	26367.55947	42998.92067
581	26367.4483	42998.92067
582	26367.28497	42998.92067
583	26367.16659	42998.92067
584	26366.80345	42998.92067
585	26366.3166	42998.92067
586	26365.48622	42998.92067
587	26365.20286	42998.92067
588	26364.86606	42998.92067
589	26364.66645	42998.92067
590	26364.75289	42998.92067
591	26364.03512	42998.92067
592	26364.20384	42998.92067
593	26363.5879	42998.92067
594	26363.29168	42998.92067
595	26363.28332	42998.92067
596	26363.02583	42998.92067
597	26363.01158	42998.92067
598	26362.42828	42998.92067
599	26361.58288	42998.92067
600	26361.47262	42998.92067
601	26361.1051	42998.92067
602	26360.5773	42998.92067
603	26360.21785	42998.92067
604	26360.40949	42998.92067
605	26360.49367	42998.92067
606	26360.52841	42998.92067
607	26360.38936	42998.92067
608	26359.65402	42998.92067
609	26359.95045	42998.92067
610	26359.7037	42998.92067
611	26359.43664	42998.92067
612	26358.98161	42998.92067
613	26358.65943	42998.92067
614	26358.75411	42998.92067
615	26358.29268	42998.92067
616	26358.21512	42998.92067
617	26357.32556	42998.92067
618	26357.13822	42998.92067
619	26357.13003	42998.92067
620	26356.78269	42998.92067
621	26356.66578	42998.92067
622	26356.82517	42998.92067
623	26355.79176	42998.92067
624	26355.87451	42998.92067
625	26355.41286	42998.92067
626	26355.08999	42998.92067
627	26354.70093	42998.92067
628	26354.0451	42998.92067
629	26353.82814	42998.92067
630	26353.92824	42998.92067
631	26353.94768	42998.92067
632	26353.9199	42998.92067
633	26353.6987	42998.92067
634	26353.45592	42998.92067
635	26353.63317	42998.92067
636	26353.69332	42998.92067
637	26353.61573	42998.92067
638	26353.3473	42998.92067
639	26353.28942	42998.92067
640	26353.51069	42998.92067
641	26353.56597	42998.92067
642	26353.43625	42998.92067
643	26353.24306	42998.92067
644	26352.10647	42998.92067
645	26351.64404	42998.92067
646	26351.66396	42998.92067
647	26351.88675	42998.92067
648	26351.51253	42998.92067
649	26351.14963	42998.92067
650	26350.85282	42998.92067
651	26350.5602	42998.92067
652	26350.49307	42998.92067
653	26350.53607	42998.92067
654	26349.96791	42998.92067
655	26349.85277	42998.92067
656	26349.68492	42998.92067
657	26349.70394	42998.92067
658	26349.6191	42998.92067
659	26349.53918	42998.92067
660	26349.31858	42998.92067
661	26349.053	42998.92067
662	26348.91132	42998.92067
663	26348.89364	42998.92067
664	26348.41512	42998.92067
665	26348.50068	42998.92067
666	26348.32778	42998.92067
667	26348.15051	42998.92067
668	26347.37223	42998.92067
669	26347.21038	42998.92067
670	26346.75637	42998.92067
671	26346.67284	42998.92067
672	26346.94959	42998.92067
673	26346.5094	42998.92067
674	26346.50233	42998.92067
675	26346.40764	42998.92067
676	26346.50587	42998.92067
677	26346.46221	42998.92067
678	26346.2171	42998.92067
679	26345.94234	42998.92067
680	26345.54009	42998.92067
681	26345.81981	42998.92067
682	26345.44367	42998.92067
683	26345.4051	42998.92067
684	26345.15123	42998.92067
685	26345.49084	42998.92067
686	26345.32768	42998.92067
687	26344.89017	42998.92067
688	26345.06032	42998.92067
689	26344.46616	42998.92067
690	26344.37176	42998.92067
691	26343.96375	42998.92067
692	26343.90143	42998.92067
693	26343.44351	42998.92067
694	26343.16494	42998.92067
695	26343.07501	42998.92067
696	26342.20762	42998.92067
697	26342.29653	42998.92067
698	26342.02475	42998.92067
699	26341.91027	42998.92067
700	26342.08904	42998.92067
701	26342.09874	42998.92067
702	26341.88572	42998.92067
703	26341.78829	42998.92067
704	26341.66432	42998.92067
705	26341.69863	42998.92067
706	26341.46317	42998.92067
707	26340.7441	42998.92067
708	26340.45202	42998.92067
709	26340.74632	42998.92067
710	26340.2539	42998.92067
711	26339.65772	42998.92067
712	26339.6728	42998.92067
713	26339.79089	42998.92067
714	26339.43225	42998.92067
715	26339.33455	42998.92067
716	26339.3273	42998.92067
717	26339.79644	42998.92067
718	26339.71026	42998.92067
719	26339.78705	42998.92067
720	26340.10161	42998.92067
721	26340.10662	42998.92067
722	26340.30937	42998.92067
723	26339.79633	42998.92067
724	26339.39611	42998.92067
725	26339.49482	42998.92067
726	26339.25834	42998.92067
727	26339.35345	42998.92067
728	26339.13028	42998.92067
729	26339.25263	42998.92067
730	26339.23665	42998.92067
731	26339.32353	42998.92067
732	26339.85241	42998.92067
733	26340.26944	42998.92067
734	26340.30994	42998.92067
735	26340.2215	42998.92067
736	26340.26095	42998.92067
737	26340.41234	42998.92067
738	26340.5094	42998.92067
739	26340.56661	42998.92067
740	26340.49648	42998.92067
741	26340.4393	42998.92067
742	26340.54765	42998.92067
743	26340.15415	42998.92067
744	26340.07072	42998.92067
745	26339.9805	42998.92067
746	26340.07801	42998.92067
747	26339.90849	42998.92067
748	26339.86604	42998.92067
749	26339.62241	42998.92067
750	26339.51997	42998.92067
751	26339.12512	42998.92067
752	26339.02676	42998.92067
753	26338.90235	42998.92067
754	26338.51205	42998.92067
755	26338.32305	42998.92067
756	26338.69676	42998.92067
757	26338.30958	42998.92067
758	26338.22587	42998.92067
759	26338.14352	42998.92067
760	26337.93264	42998.92067
761	26338.08977	42998.92067
762	26337.75935	42998.92067
763	26337.6	42998.92067
764	26337.98587	42998.92067
765	26338.02543	42998.92067
766	26337.61827	42998.92067
767	26337.58986	42998.92067
768	26337.77884	42998.92067
769	26337.40756	42998.92067
770	26337.30504	42998.92067
771	26337.22788	42998.92067
772	26336.99263	42998.92067
773	26337.0535	42998.92067
774	26337.83896	42998.92067
775	26337.84947	42998.92067
776	26337.60286	42998.92067
777	26337.68784	42998.92067
778	26337.87729	42998.92067
779	26337.58538	42998.92067
780	26336.96549	42998.92067
781	26336.95343	42998.92067
782	26336.53049	42998.92067
783	26336.42763	42998.92067
784	26336.24059	42998.92067
785	26336.29743	42998.92067
786	26336.15703	42998.92067
787	26336.05933	42998.92067
788	26335.97808	42998.92067
789	26336.56797	42998.92067
790	26336.56966	42998.92067
791	26335.40127	42998.92067
792	26334.25107	42998.92067
793	26334.14958	42998.92067
794	26334.07506	42998.92067
795	26333.98787	42998.92067
796	26333.97921	42998.92067
797	26333.98909	42998.92067
798	26333.72201	42998.92067
799	26333.19108	42998.92067
800	26333.17122	42998.92067
801	26332.73563	42998.92067
802	26332.51927	42998.92067
803	26332.58031	42998.92067
804	26332.40698	42998.92067
805	26332.40237	42998.92067
806	26332.26116	42998.92067
807	26332.06774	42998.92067
808	26331.94518	42998.92067
809	26332.02366	42998.92067
810	26332.15549	42998.92067
811	26332.08858	42998.92067
812	26331.93238	42998.92067
813	26331.40176	42998.92067
814	26331.22839	42998.92067
815	26331.12344	42998.92067
816	26331.11782	42998.92067
817	26331.2681	42998.92067
818	26331.09424	42998.92067
819	26331.24372	42998.92067
820	26330.88525	42998.92067
821	26330.29498	42998.92067
822	26330.39442	42998.92067
823	26330.43766	42998.92067
824	26330.23133	42998.92067
825	26330.03893	42998.92067
826	26330.15854	42998.92067
827	26330.38573	42998.92067
828	26329.81415	42998.92067
829	26329.64536	42998.92067
830	26329.78568	42998.92067
831	26329.61769	42998.92067
832	26329.92771	42998.92067
833	26329.63346	42998.92067
834	26329.3621	42998.92067
835	26329.07065	42998.92067
836	26328.96336	42998.92067
837	26328.84039	42998.92067
838	26328.45184	42998.92067
839	26328.44888	42998.92067
840	26327.87437	42998.92067
841	26327.76387	42998.92067
842	26327.87193	42998.92067
843	26327.92432	42998.92067
844	26327.82998	42998.92067
845	26327.3112	42998.92067
846	26327.25849	42998.92067
847	26327.08047	42998.92067
848	26327.08081	42998.92067
849	26326.56632	42998.92067
850	26326.31249	42998.92067
851	26325.67819	42998.92067
852	26325.83143	42998.92067
853	26326.58348	42998.92067
854	26326.482	42998.92067
855	26326.49172	42998.92067
856	26326.5934	42998.92067
857	26326.54142	42998.92067
858	26325.97402	42998.92067
859	26326.28818	42998.92067
860	26326.23293	42998.92067
861	26325.68451	42998.92067
862	26325.5147	42998.92067
863	26325.32015	42998.92067
864	26325.18277	42998.92067
865	26325.12099	42998.92067
866	26324.95018	42998.92067
867	26325.10976	42998.92067
868	26325.11197	42998.92067
869	26324.78235	42998.92067
870	26324.16734	42998.92067
871	26323.94851	42998.92067
872	26323.72447	42998.92067
873	26323.51169	42998.92067
874	26323.41564	42998.92067
875	26323.43685	42998.92067
876	26323.74361	42998.92067
877	26324.00773	42998.92067
878	26324.14948	42998.92067
879	26323.89083	42998.92067
880	26323.85858	42998.92067
881	26324.02107	42998.92067
882	26323.68881	42998.92067
883	26323.5476	42998.92067
884	26323.43422	42998.92067
885	26323.37864	42998.92067
886	26323.31823	42998.92067
887	26322.87576	42998.92067
888	26323.05034	42998.92067
889	26322.89464	42998.92067
890	26322.97201	42998.92067
891	26323.40864	42998.92067
892	26323.49512	42998.92067
893	26323.39962	42998.92067
894	26323.41286	42998.92067
895	26323.59157	42998.92067
896	26323.56552	42998.92067
897	26323.91448	42998.92067
898	26323.90023	42998.92067
899	26324.05614	42998.92067
900	26323.76639	42998.92067
901	26323.83425	42998.92067
902	26323.65165	42998.92067
903	26323.41551	42998.92067
904	26323.59175	42998.92067
905	26322.91999	42998.92067
906	26323.0898	42998.92067
907	26323.3155	42998.92067
908	26323.19115	42998.92067
909	26322.30511	42998.92067
910	26322.35549	42998.92067
911	26322.27298	42998.92067
912	26321.86784	42998.92067
913	26321.80293	42998.92067
914	26321.89514	42998.92067
915	26321.71312	42998.92067
916	26321.34898	42998.92067
917	26321.35746	42998.92067
918	26321.58315	42998.92067
919	26321.25347	42998.92067
920	26320.58171	42998.92067
921	26320.41423	42998.92067
922	26320.4235	42998.92067
923	26319.5594	42998.92067
924	26319.54046	42998.92067
925	26319.75987	42998.92067
926	26319.82334	42998.92067
927	26319.43048	42998.92067
928	26319.44515	42998.92067
929	26319.4253	42998.92067
930	26319.75263	42998.92067
931	26319.72784	42998.92067
932	26319.58928	42998.92067
933	26319.64662	42998.92067
934	26319.63027	42998.92067
935	26319.50614	42998.92067
936	26319.41916	42998.92067
937	26319.32591	42998.92067
938	26319.10784	42998.92067
939	26319.00516	42998.92067
940	26318.9519	42998.92067
941	26318.91349	42998.92067
942	26318.63142	42998.92067
943	26318.82402	42998.92067
944	26318.57952	42998.92067
945	26318.52325	42998.92067
946	26318.52388	42998.92067
947	26318.43668	42998.92067
948	26318.43633	42998.92067
949	26318.30153	42998.92067
950	26318.19427	42998.92067
951	26317.99825	42998.92067
952	26317.47266	42998.92067
953	26317.36039	42998.92067
954	26317.21456	42998.92067
955	26316.88195	42998.92067
956	26316.84082	42998.92067
957	26316.82427	42998.92067
958	26316.56262	42998.92067
959	26316.59625	42998.92067
960	26316.60753	42998.92067
961	26316.55592	42998.92067
962	26316.66782	42998.92067
963	26316.63001	42998.92067
964	26316.73082	42998.92067
965	26315.92202	42998.92067
966	26315.99977	42998.92067
